page_id,page_namespace,page_title,page_is_redirect,page_is_new,page_random,page_touched,page_links_updated,page_latest,page_len,page_content_model,page_lang
139131,1,Discipline,0,0,0.975518288216,bytearray(b'20230226175832'),bytearray(b'20230226175831'),1514497,969,bytearray(b'wikitext'),
47821,0,Discipline,0,0,0.276476575674,bytearray(b'20230715025610'),bytearray(b'20230715025646'),2980557,14075,bytearray(b'wikitext'),
125856,0,Disease,0,0,0.076339950831,bytearray(b'20231225085929'),bytearray(b'20231225085944'),3425856,11642,bytearray(b'wikitext'),
104863,0,Diversity,0,0,0.38354522955,bytearray(b'20230830200707'),bytearray(b'20230830200924'),3336053,27328,bytearray(b'wikitext'),
196517,1,Diversity,0,1,0.544967637335,bytearray(b'20230607192306'),bytearray(b'20230607192306'),2265742,18,bytearray(b'wikitext'),
143764,0,Divine,1,0,0.244610775744,bytearray(b'20230519032917'),bytearray(b'20230519032917'),2136530,22,bytearray(b'wikitext'),
9363,1,Doctor_Who,0,0,0.122096275687,bytearray(b'20220903033707'),bytearray(b'20220903005903'),2548632,15471,bytearray(b'wikitext'),
1651,0,Doctor_Who,0,0,0.327738629807,bytearray(b'20231214101742'),bytearray(b'20231213175255'),3415507,23599,bytearray(b'wikitext'),
144148,10,Doctor_Who,0,0,0.068948999668,bytearray(b'20231221013235'),bytearray(b'20231221013320'),3379604,1355,bytearray(b'wikitext'),
36738,14,Doctor_Who,0,0,0.176926727071,bytearray(b'20231210031219'),bytearray(b'20230105190851'),3075785,109,bytearray(b'wikitext'),
204385,14,Donald_Trump,0,0,0.34217884922,bytearray(b'20230823145339'),bytearray(b'20230823145425'),2914505,191,bytearray(b'wikitext'),
2153,0,Donald_Trump,0,0,0.097749967174,bytearray(b'20231231150231'),bytearray(b'20231231150231'),3434148,958374,bytearray(b'wikitext'),
18922,1,Donald_Trump,0,0,0.417665331265,bytearray(b'20231212174831'),bytearray(b'20230911153831'),3360285,59286,bytearray(b'wikitext'),
127135,0,Door,0,0,0.39485756503,bytearray(b'20230715025610'),bytearray(b'20230715025734'),3249596,8240,bytearray(b'wikitext'),
114298,1,Doubt,0,0,0.237700078911,bytearray(b'20230907134109'),bytearray(b'20220903010419'),2242904,6253,bytearray(b'wikitext'),
126363,0,Doubt,0,0,0.89372334161,bytearray(b'20231227201429'),bytearray(b'20231227201510'),3086694,22183,bytearray(b'wikitext'),
3942,1,Douglas_Adams,0,0,0.168011916414,bytearray(b'20220903033707'),bytearray(b'20230331152033'),2270461,16161,bytearray(b'wikitext'),
78,0,Douglas_Adams,0,0,0.417947233384,bytearray(b'20231026053019'),bytearray(b'20231026053032'),3377523,37875,bytearray(b'wikitext'),
3815,0,Dream,1,0,0.812056183262,bytearray(b'20231009163643'),bytearray(b'20230305233331'),1692413,20,bytearray(b'wikitext'),
17265,1,Dreams,0,0,0.353815539132,bytearray(b'20220903033707'),bytearray(b'20220903005904'),2653734,6051,bytearray(b'wikitext'),
126364,0,Dreams,0,0,0.005047066194,bytearray(b'20231207211323'),bytearray(b'20231104202517'),3376907,132282,bytearray(b'wikitext'),
154594,1,Duty,0,1,0.317552657198,bytearray(b'20230306094852'),bytearray(b'20230306094851'),1719993,4596,bytearray(b'wikitext'),
126366,0,Duty,0,0,0.029837569085,bytearray(b'20231229174626'),bytearray(b'20231229174742'),3132540,31620,bytearray(b'wikitext'),
104,0,Dwight_D._Eisenhower,0,0,0.703911153927,bytearray(b'20231222203526'),bytearray(b'20231222203526'),3427017,150964,bytearray(b'wikitext'),
8449,1,Dwight_D._Eisenhower,0,0,0.068607911871,bytearray(b'20221117071923'),bytearray(b'20231201182911'),2877266,6994,bytearray(b'wikitext'),
224435,14,Earth,0,1,0.573417507554,bytearray(b'20231109123316'),bytearray(b'20231109123351'),2743302,25,bytearray(b'wikitext'),
13127,0,Earth,0,0,0.418779032848,bytearray(b'20231229150937'),bytearray(b'20231229151053'),3423499,21715,bytearray(b'wikitext'),
71935,1,Earth,0,0,0.263081080009,bytearray(b'20210906062805'),bytearray(b'20210526055323'),2965550,4116,bytearray(b'wikitext'),
149882,1,Eckhart_Tolle,0,0,0.88259034467,bytearray(b'20231229122037'),bytearray(b'20231229122037'),3432382,13687,bytearray(b'wikitext'),
73101,0,Eckhart_Tolle,0,0,0.801973802694,bytearray(b'20231221204848'),bytearray(b'20231221204838'),3426067,42874,bytearray(b'wikitext'),
143616,0,Economic,1,1,0.626963259718,bytearray(b'20231221191228'),bytearray(b'20230226190251'),1555195,23,bytearray(b'wikitext'),
140222,1,Economics,0,0,0.97233545722,bytearray(b'20201214154246'),bytearray(b'20200823114744'),2844955,4601,bytearray(b'wikitext'),
126367,0,Economics,0,0,0.259353435836,bytearray(b'20231221191227'),bytearray(b'20231221191213'),3425974,62044,bytearray(b'wikitext'),
38086,14,Economics,0,0,0.661815607274,bytearray(b'20231115155809'),bytearray(b'20231012100601'),3325972,177,bytearray(b'wikitext'),
203142,1,Economist,0,0,0.068768794534,bytearray(b'20230703232739'),bytearray(b'20230703232739'),2375515,207,bytearray(b'wikitext'),
141341,0,Economist,0,0,0.217558045375,bytearray(b'20231102115426'),bytearray(b'20231102115504'),3326105,18119,bytearray(b'wikitext'),
210677,14,Economy,1,1,0.635160609928,bytearray(b'20230812022500'),bytearray(b'20230704004828'),2498321,31,bytearray(b'wikitext'),
34674,0,Economy,1,0,0.87845976262,bytearray(b'20231221191228'),bytearray(b'20230223053130'),315433,23,bytearray(b'wikitext'),
389,0,Edmund_Burke,0,0,0.990262160539,bytearray(b'20231204215655'),bytearray(b'20231204215655'),3411877,196165,bytearray(b'wikitext'),
4356,1,Edmund_Burke,0,0,0.21739937137,bytearray(b'20220525220717'),bytearray(b'20220525220717'),3117550,12751,bytearray(b'wikitext'),
63408,0,Eduard_Bernstein,0,0,0.252573827226,bytearray(b'20230621045005'),bytearray(b'20230621045005'),3319085,6061,bytearray(b'wikitext'),
154828,1,Eduard_Bernstein,0,1,0.057165968302,bytearray(b'20230306095726'),bytearray(b'20230306095725'),1721905,264,bytearray(b'wikitext'),
18659,14,Education,0,0,0.2836365768,bytearray(b'20231228135123'),bytearray(b'20231220005501'),2681543,104,bytearray(b'wikitext'),
17786,1,Education,0,0,0.478320033829,bytearray(b'20230815000323'),bytearray(b'20221015213217'),3178508,63164,bytearray(b'wikitext'),
126372,0,Education,0,0,0.237709375331,bytearray(b'20231231144202'),bytearray(b'20231231144202'),3434141,150673,bytearray(b'wikitext'),
444,0,Edward_Young,0,0,0.616777175393,bytearray(b'20230824064325'),bytearray(b'20230824064413'),3300432,14331,bytearray(b'wikitext'),
18159,1,Edward_Young,0,0,0.66738211583,bytearray(b'20230223015033'),bytearray(b'20230223015033'),1629455,1021,bytearray(b'wikitext'),
115989,1,Effort,0,1,0.649034901254,bytearray(b'20230226133811'),bytearray(b'20230226133811'),1114193,315,bytearray(b'wikitext'),
4143,0,Effort,0,0,0.117971725351,bytearray(b'20230824203719'),bytearray(b'20230824203753'),2996420,8980,bytearray(b'wikitext'),
144198,0,Ego,0,0,0.451613993072,bytearray(b'20231014105401'),bytearray(b'20231014105422'),2976627,53935,bytearray(b'wikitext'),
144202,1,Ego,0,1,0.417552676138,bytearray(b'20230226191535'),bytearray(b'20230226191535'),1560567,126,bytearray(b'wikitext'),
47828,0,Egotism,0,0,0.645956892807,bytearray(b'20231221184501'),bytearray(b'20231221184505'),3392096,9345,bytearray(b'wikitext'),
134907,1,Egotism,0,0,0.600489404252,bytearray(b'20230703215858'),bytearray(b'20230703215858'),2484275,2089,bytearray(b'wikitext'),
204556,14,Egypt,0,0,0.058286638524,bytearray(b'20231208075343'),bytearray(b'20231208075624'),3015695,263,bytearray(b'wikitext'),
125881,0,Egypt,0,0,0.959373205731,bytearray(b'20231223170706'),bytearray(b'20231223170712'),3387243,7413,bytearray(b'wikitext'),
110800,0,Elections,0,0,0.766702788897,bytearray(b'20231104010902'),bytearray(b'20231104010902'),3393720,52267,bytearray(b'wikitext'),
241037,14,Elections,0,0,0.594607418662,bytearray(b'20231115150932'),bytearray(b'20231022152849'),3042049,39,bytearray(b'wikitext'),
77676,0,"Elst,_Koenraad",1,1,0.763951151535,bytearray(b'20231127002815'),bytearray(b'20230225165842'),672164,26,bytearray(b'wikitext'),
1667,0,Emma_Goldman,0,0,0.927438762005,bytearray(b'20231220125031'),bytearray(b'20231218100247'),3422895,112466,bytearray(b'wikitext'),
41391,1,Emma_Goldman,0,0,0.226427885707,bytearray(b'20230508160854'),bytearray(b'20221106212215'),3188756,11968,bytearray(b'wikitext'),
132153,0,Emotion,1,1,0.863471692204,bytearray(b'20231002220748'),bytearray(b'20230226161515'),1385358,22,bytearray(b'wikitext'),
42585,14,Emotions,0,0,0.936083871752,bytearray(b'20231222151258'),bytearray(b'20231222151744'),3014901,94,bytearray(b'wikitext'),
114904,1,Emotions,0,0,0.259450965366,bytearray(b'20230607200854'),bytearray(b'20230607200854'),2270574,248,bytearray(b'wikitext'),
60528,0,Emotions,0,0,0.753363742952,bytearray(b'20231219133743'),bytearray(b'20231219133830'),3373615,10653,bytearray(b'wikitext'),
189128,10,Emotions,0,0,0.053840838946,bytearray(b'20231221102718'),bytearray(b'20231221102749'),2544233,1553,bytearray(b'wikitext'),
125884,0,End,0,0,0.064534959951,bytearray(b'20230831020208'),bytearray(b'20230831020208'),3353166,5121,bytearray(b'wikitext'),
125885,0,Enemies,0,0,0.642444455545,bytearray(b'20231104073231'),bytearray(b'20231030152104'),3055718,29014,bytearray(b'wikitext'),
13963,1,Enemies,0,0,0.442148277732,bytearray(b'20230311120658'),bytearray(b'20230311120657'),2206815,1842,bytearray(b'wikitext'),
130160,0,Enemy,1,1,0.147494338903,bytearray(b'20230226155510'),bytearray(b'20230226155510'),1349952,20,bytearray(b'wikitext'),
45510,0,Energy,0,0,0.695048317865,bytearray(b'20231122050634'),bytearray(b'20231122050634'),3404953,9505,bytearray(b'wikitext'),
45508,14,Energy,0,0,0.669134329423,bytearray(b'20231020131819'),bytearray(b'20231020131823'),3082129,153,bytearray(b'wikitext'),
230427,14,England,0,0,0.236614050333,bytearray(b'20231206191201'),bytearray(b'20231206191255'),2840862,48,bytearray(b'wikitext'),
148353,1,England,0,0,0.326812390965,bytearray(b'20230711181847'),bytearray(b'20230711181846'),2558856,2958,bytearray(b'wikitext'),
126377,0,England,0,0,0.405558109951,bytearray(b'20231226062721'),bytearray(b'20231226062740'),3387522,92163,bytearray(b'wikitext'),
5823,0,Environment,1,0,0.407992077288,bytearray(b'20231229224050'),bytearray(b'20231229224148'),2348259,20,bytearray(b'wikitext'),
7205,14,Environment,0,0,0.976881396506,bytearray(b'20231225045411'),bytearray(b'20231007022258'),1762588,167,bytearray(b'wikitext'),
48188,1,Environment,0,0,0.990378308434,bytearray(b'20230311121116'),bytearray(b'20230311121115'),2188450,4702,bytearray(b'wikitext'),
114958,1,Envy,0,0,0.40589265906,bytearray(b'20230226132906'),bytearray(b'20230226132905'),1158482,2355,bytearray(b'wikitext'),
126380,0,Envy,0,0,0.302946981893,bytearray(b'20231027143443'),bytearray(b'20231027143447'),3244593,24215,bytearray(b'wikitext'),
125888,0,Equality,0,0,0.382580695567,bytearray(b'20231221185300'),bytearray(b'20231221185242'),3425958,68561,bytearray(b'wikitext'),
1776,0,Eric_Hoffer,0,0,0.126729914046,bytearray(b'20231103220143'),bytearray(b'20231103220205'),3336399,86163,bytearray(b'wikitext'),
4606,1,Eric_Hoffer,0,0,0.89591008296,bytearray(b'20210622231010'),bytearray(b'20210622231010'),2974579,11718,bytearray(b'wikitext'),
100389,1,Erich_Fromm,0,0,0.682718866522,bytearray(b'20220803213532'),bytearray(b'20220803213532'),3151120,5981,bytearray(b'wikitext'),
7097,0,Erich_Fromm,0,0,0.238583539563,bytearray(b'20230813144420'),bytearray(b'20230813144508'),3312498,46687,bytearray(b'wikitext'),
177883,0,Erik_von_Kuehnelt-Leddihn,0,0,0.853818399404,bytearray(b'20230901084159'),bytearray(b'20230901084153'),3354488,46218,bytearray(b'wikitext'),
16458,0,Ernest_Renan,0,0,0.061649588546,bytearray(b'20230411205033'),bytearray(b'20230411205131'),3163152,7610,bytearray(b'wikitext'),
99365,1,Ernest_Renan,0,0,0.485545400418,bytearray(b'20200302212330'),bytearray(b'20200302212330'),2749715,2662,bytearray(b'wikitext'),
248604,0,Ernst_Jünger,0,0,0.169303534321,bytearray(b'20230831182129'),bytearray(b'20230831182423'),3186373,13256,bytearray(b'wikitext'),
248394,10,Error,0,0,0.588074984833,bytearray(b'20231228174632'),bytearray(b'20231201030914'),3147632,102,bytearray(b'wikitext'),
248395,828,Error,0,1,0.634617471395,bytearray(b'20231225151250'),bytearray(b'20231225151253'),3127677,1129,bytearray(b'Scribunto'),
124481,0,Error,0,0,0.030872344303,bytearray(b'20231212220636'),bytearray(b'20231212220636'),3418511,18058,bytearray(b'wikitext'),
145158,0,Essence,0,0,0.276319747274,bytearray(b'20230917110845'),bytearray(b'20230917110947'),3285080,36739,bytearray(b'wikitext'),
132968,0,Eternal,1,1,0.588593238576,bytearray(b'20231222143641'),bytearray(b'20230226162616'),1398115,22,bytearray(b'wikitext'),
143532,1,Eternity,0,0,0.555267938358,bytearray(b'20221107154018'),bytearray(b'20221107113518'),3189100,769,bytearray(b'wikitext'),
126379,0,Eternity,0,0,0.005465239095,bytearray(b'20231222143639'),bytearray(b'20231222143639'),3426771,41217,bytearray(b'wikitext'),
57589,2,Eternity,0,0,0.909327244076,bytearray(b'20200916125457'),bytearray(b'20200916125457'),2857716,810,bytearray(b'wikitext'),
57590,3,Eternity,0,1,0.329446656627,bytearray(b'20230225103613'),bytearray(b'20230225103613'),506807,239,bytearray(b'wikitext'),
23147,0,Ethics,0,0,0.601395548216,bytearray(b'20231230202234'),bytearray(b'20231230202327'),3358996,21043,bytearray(b'wikitext'),
156140,14,Ethics,0,0,0.596576353693,bytearray(b'20231217171530'),bytearray(b'20231217171551'),2681308,61,bytearray(b'wikitext'),
45789,1,Euclid,0,0,0.720438414373,bytearray(b'20230225022859'),bytearray(b'20230225022859'),1108956,307,bytearray(b'wikitext'),
44587,0,Euclid,0,0,0.34976892913,bytearray(b'20231215012058'),bytearray(b'20231215012130'),3319182,14329,bytearray(b'wikitext'),
157630,1,Europe,0,0,0.511872224812,bytearray(b'20230815000323'),bytearray(b'20200915162900'),2857139,10546,bytearray(b'wikitext'),
69885,14,Europe,0,0,0.818493431566,bytearray(b'20231208075342'),bytearray(b'20231208075520'),3330603,199,bytearray(b'wikitext'),
4679,0,Europe,0,0,0.82991511259,bytearray(b'20231223223512'),bytearray(b'20231223223512'),3427983,53388,bytearray(b'wikitext'),
8086,0,European_Union,0,0,0.726722630429,bytearray(b'20240101073143'),bytearray(b'20240101073143'),3434558,35779,bytearray(b'wikitext'),
8101,1,European_Union,0,0,0.04792994161,bytearray(b'20230223004219'),bytearray(b'20230223004219'),77662,368,bytearray(b'wikitext'),
242134,14,European_Union,0,0,0.076237378122,bytearray(b'20231130044946'),bytearray(b'20231031124527'),3390617,89,bytearray(b'wikitext'),
147472,0,Everything,1,0,0.831074778909,bytearray(b'20230226195914'),bytearray(b'20230226195914'),1614735,21,bytearray(b'wikitext'),
122041,0,Evidence,0,0,0.395154414883,bytearray(b'20231230044932'),bytearray(b'20231230045100'),3134755,15889,bytearray(b'wikitext'),
126385,0,Evil,0,0,0.519250850126,bytearray(b'20231231130627'),bytearray(b'20231231130721'),3432872,43082,bytearray(b'wikitext'),
72477,1,Evil,0,0,0.126834794879,bytearray(b'20220903035042'),bytearray(b'20220903010140'),2874955,16608,bytearray(b'wikitext'),
126386,0,Evolution,0,0,0.777331851037,bytearray(b'20231222185020'),bytearray(b'20231221183316'),3425921,119570,bytearray(b'wikitext'),
16829,1,Evolution,0,0,0.592638720223,bytearray(b'20200809210420'),bytearray(b'20200809210420'),2838556,4894,bytearray(b'wikitext'),
156714,0,Existence,0,0,0.646991452998,bytearray(b'20231229220829'),bytearray(b'20231229220829'),3432888,33954,bytearray(b'wikitext'),
164378,1,Existence,0,0,0.159488607243,bytearray(b'20230519032043'),bytearray(b'20230519032043'),2116786,717,bytearray(b'wikitext'),
126388,0,Experience,0,0,0.19065739785,bytearray(b'20231224215609'),bytearray(b'20231224215609'),3428494,18202,bytearray(b'wikitext'),
14147,1,Experience,0,0,0.681469382063,bytearray(b'20230703195002'),bytearray(b'20230703195001'),2368976,1869,bytearray(b'wikitext'),
133160,0,Eye,1,1,0.187913771519,bytearray(b'20230908022242'),bytearray(b'20230226162735'),1400875,18,bytearray(b'wikitext'),
126389,0,Eyes,0,0,0.711642486212,bytearray(b'20231204182647'),bytearray(b'20231204183434'),3358114,29976,bytearray(b'wikitext'),
128586,0,Face,1,1,0.77121707281,bytearray(b'20230226154141'),bytearray(b'20230226154141'),1319821,19,bytearray(b'wikitext'),
23372,10,Fact,0,0,0.44047063267,bytearray(b'20231208000515'),bytearray(b'20231208000632'),2946892,730,bytearray(b'wikitext'),
33678,1,Fact,0,0,0.587942237478,bytearray(b'20221028144707'),bytearray(b'20220903005905'),1753540,1976,bytearray(b'wikitext'),
2043,0,Fact,0,0,0.302481810703,bytearray(b'20231130151905'),bytearray(b'20231130152041'),3388995,20949,bytearray(b'wikitext'),
8884,0,Facts,1,0,0.833598719397,bytearray(b'20231029142932'),bytearray(b'20230223004922'),1567293,18,bytearray(b'wikitext'),
126390,0,Failure,0,0,0.734798062027,bytearray(b'20231102015030'),bytearray(b'20231102015030'),3392167,21943,bytearray(b'wikitext'),
119744,1,Failure,0,0,0.783355897018,bytearray(b'20230711181400'),bytearray(b'20230711181400'),2714126,2389,bytearray(b'wikitext'),
126391,0,Faith,0,0,0.09876804208,bytearray(b'20230807000127'),bytearray(b'20230807000210'),3341541,93768,bytearray(b'wikitext'),
14165,1,Faith,0,0,0.434802654947,bytearray(b'20220903033707'),bytearray(b'20220903005903'),1836163,11424,bytearray(b'wikitext'),
142378,0,False,1,0,0.512727746002,bytearray(b'20230302050609'),bytearray(b'20230226183757'),1542535,24,bytearray(b'wikitext'),
125557,1,Fame,0,1,0.989262965926,bytearray(b'20230226151449'),bytearray(b'20230226151449'),1270659,501,bytearray(b'wikitext'),
126392,0,Fame,0,0,0.536546543631,bytearray(b'20231214171732'),bytearray(b'20231214171732'),3420162,34910,bytearray(b'wikitext'),
55160,10,Fame,0,0,0.698960645158,bytearray(b'20231228174632'),bytearray(b'20231228174737'),2858600,687,bytearray(b'wikitext'),
21065,0,Family,0,0,0.63572780527,bytearray(b'20231225144535'),bytearray(b'20231225144543'),3385826,16821,bytearray(b'wikitext'),
89065,1,Family,0,0,0.325457049765,bytearray(b'20230311121809'),bytearray(b'20230311121809'),2097611,717,bytearray(b'wikitext'),
12731,14,Family,0,0,0.786891814453,bytearray(b'20231217052225'),bytearray(b'20231024124530'),2681196,75,bytearray(b'wikitext'),
108618,0,Fantasy,0,0,0.170508194831,bytearray(b'20231112211251'),bytearray(b'20231112211251'),3399188,27694,bytearray(b'wikitext'),
108622,1,Fantasy,0,0,0.265506129237,bytearray(b'20230226124107'),bytearray(b'20230226124106'),1571773,2344,bytearray(b'wikitext'),
216459,14,Fantasy,0,0,0.718926153435,bytearray(b'20230915045549'),bytearray(b'20230915045643'),3358450,29,bytearray(b'wikitext'),
413,2,Fantasy,0,0,0.668463553613,bytearray(b'20230206141042'),bytearray(b'20230206141156'),791015,31,bytearray(b'wikitext'),
1987,0,Fascism,0,0,0.582475068319,bytearray(b'20231209192922'),bytearray(b'20231209192943'),3384002,121214,bytearray(b'wikitext'),
14229,1,Fascism,0,0,0.240380428697,bytearray(b'20220903033707'),bytearray(b'20220903005903'),2981231,7504,bytearray(b'wikitext'),
178448,14,Fascism,0,0,0.027077108933,bytearray(b'20231119122041'),bytearray(b'20231119122047'),3049161,141,bytearray(b'wikitext'),
46687,1,Fate,0,0,0.581338072504,bytearray(b'20230311121054'),bytearray(b'20230311121053'),2180572,1005,bytearray(b'wikitext'),
126395,0,Fate,0,0,0.269259326994,bytearray(b'20231112181335'),bytearray(b'20231112181335'),3399109,34114,bytearray(b'wikitext'),
14214,0,Father,1,1,0.340521208666,bytearray(b'20230815202513'),bytearray(b'20230223012343'),125125,21,bytearray(b'wikitext'),
14189,1,Fear,0,0,0.092332718882,bytearray(b'20230607201657'),bytearray(b'20230607201656'),2247702,3936,bytearray(b'wikitext'),
126397,0,Fear,0,0,0.106000103923,bytearray(b'20231231205441'),bytearray(b'20231231205441'),3434307,92151,bytearray(b'wikitext'),
188527,0,Federal_government_of_the_United_States,0,0,0.284585554055,bytearray(b'20231122133847'),bytearray(b'20231122133850'),3361377,24962,bytearray(b'wikitext'),
142555,0,Feel,1,1,0.239226662555,bytearray(b'20230622223043'),bytearray(b'20230226184436'),1543537,22,bytearray(b'wikitext'),
132288,0,Feeling,1,1,0.531796191638,bytearray(b'20230622223043'),bytearray(b'20230226161743'),1387850,22,bytearray(b'wikitext'),
125902,0,Feelings,0,0,0.965974462517,bytearray(b'20231210125654'),bytearray(b'20231210125726'),3320126,14729,bytearray(b'wikitext'),
102783,0,Fiction,0,0,0.167935433452,bytearray(b'20231116000627'),bytearray(b'20231116000627'),3401423,17718,bytearray(b'wikitext'),
150402,0,Fight,1,1,0.627139633965,bytearray(b'20230909210344'),bytearray(b'20230226203128'),1652829,22,bytearray(b'wikitext'),
14201,1,Film,0,0,0.451227165452,bytearray(b'20231212075353'),bytearray(b'20220903005903'),1533956,7385,bytearray(b'wikitext'),
2830,0,Film,0,0,0.308579458533,bytearray(b'20231223051646'),bytearray(b'20231223051646'),3427383,96984,bytearray(b'wikitext'),
223933,14,Fire,0,1,0.695955797069,bytearray(b'20230901090020'),bytearray(b'20230901090145'),2736284,19,bytearray(b'wikitext'),
126398,0,Fire,0,0,0.243227608321,bytearray(b'20231006215149'),bytearray(b'20231006215155'),3347649,21008,bytearray(b'wikitext'),
131412,1,Fire,0,0,0.118965213064,bytearray(b'20230711181542'),bytearray(b'20230711181542'),2705119,3067,bytearray(b'wikitext'),
130344,14,Flowers,0,0,0.900931840505,bytearray(b'20231114061844'),bytearray(b'20231114061921'),2681466,69,bytearray(b'wikitext'),
122422,0,Flowers,0,0,0.033502577555,bytearray(b'20231229095909'),bytearray(b'20231229100145'),3377342,102129,bytearray(b'wikitext'),
260682,14,Food,1,1,0.690959720657,bytearray(b'20231215085339'),bytearray(b'20230818221654'),3347437,37,bytearray(b'wikitext'),
160609,1,Food,0,0,0.696309693749,bytearray(b'20230519032326'),bytearray(b'20230519032326'),2149811,840,bytearray(b'wikitext'),
116166,0,Food,0,0,0.640533554969,bytearray(b'20231231114929'),bytearray(b'20231231115058'),3401984,34980,bytearray(b'wikitext'),
118824,0,Fool,0,0,0.119888801388,bytearray(b'20230803210114'),bytearray(b'20230803210149'),2588599,828,bytearray(b'wikitext'),
112197,1,Force,0,0,0.355525638001,bytearray(b'20221118002928'),bytearray(b'20221118002928'),3194617,14,bytearray(b'wikitext'),
24295,0,Force,0,0,0.110716316744,bytearray(b'20230911182708'),bytearray(b'20230911182740'),2941178,16724,bytearray(b'wikitext'),
143867,0,Forever,1,1,0.278555440846,bytearray(b'20231222143641'),bytearray(b'20230226190839'),1557490,22,bytearray(b'wikitext'),
86433,3,Forgiveness,0,1,0.675009173275,bytearray(b'20230225193233'),bytearray(b'20230225193232'),756595,204,bytearray(b'wikitext'),
86432,2,Forgiveness,0,0,0.464161265465,bytearray(b'20220625100711'),bytearray(b'20220625100750'),1197247,30,bytearray(b'wikitext'),
126402,0,Forgiveness,0,0,0.577469489099,bytearray(b'20231222125950'),bytearray(b'20231222125939'),3426620,35941,bytearray(b'wikitext'),
13771,1,Forgiveness,0,0,0.011276321471,bytearray(b'20221007223625'),bytearray(b'20221007223625'),3174487,7284,bytearray(b'wikitext'),
126403,0,Fortune,0,0,0.677034371414,bytearray(b'20231127224041'),bytearray(b'20230715025719'),3046254,22324,bytearray(b'wikitext'),
126405,0,France,0,0,0.141433546707,bytearray(b'20231229154814'),bytearray(b'20231229154917'),3424052,35303,bytearray(b'wikitext'),
112162,1,France,0,0,0.164432687156,bytearray(b'20220903035949'),bytearray(b'20220903010417'),1721309,283,bytearray(b'wikitext'),
178704,14,France,0,0,0.105402636008,bytearray(b'20231208075343'),bytearray(b'20231208075623'),3015453,204,bytearray(b'wikitext'),
82,0,Francis_Bacon,0,0,0.780850926778,bytearray(b'20231222132832'),bytearray(b'20231222132814'),3426651,69651,bytearray(b'wikitext'),
18325,1,Francis_Bacon,0,0,0.249434008736,bytearray(b'20201022154717'),bytearray(b'20201022154717'),2882766,4793,bytearray(b'wikitext'),
80297,0,Francis_Fukuyama,0,0,0.984531663807,bytearray(b'20231226133038'),bytearray(b'20231226133038'),3429513,59833,bytearray(b'wikitext'),
932,0,Franklin_D._Roosevelt,0,0,0.523040024342,bytearray(b'20231230203500'),bytearray(b'20231230203500'),3433745,174347,bytearray(b'wikitext'),
93763,1,Franklin_D._Roosevelt,0,0,0.535234580123,bytearray(b'20221006154328'),bytearray(b'20221006154320'),3173854,8456,bytearray(b'wikitext'),
204392,14,Franklin_D._Roosevelt,0,0,0.368675154119,bytearray(b'20231021120942'),bytearray(b'20231021120943'),2396854,184,bytearray(b'wikitext'),
111172,0,Frantz_Fanon,0,0,0.796322410562,bytearray(b'20231125222243'),bytearray(b'20231125222243'),3407112,23267,bytearray(b'wikitext'),
256770,1,Frantz_Fanon,0,1,0.181342939221,bytearray(b'20230322221934'),bytearray(b'20230322221934'),3271205,696,bytearray(b'wikitext'),
102422,1,Frederick_Douglass,0,0,0.471961138192,bytearray(b'20221109043436'),bytearray(b'20221109043436'),3190400,4537,bytearray(b'wikitext'),
2284,0,Frederick_Douglass,0,0,0.196032339798,bytearray(b'20231230042248'),bytearray(b'20231006082052'),3346823,269396,bytearray(b'wikitext'),
115892,0,Free,1,0,0.794661322617,bytearray(b'20231222131305'),bytearray(b'20230226133707'),1112699,21,bytearray(b'wikitext'),
126406,0,Freedom,0,0,0.88247748193,bytearray(b'20231222131304'),bytearray(b'20231222131250'),3426631,175462,bytearray(b'wikitext'),
30391,1,Freedom,0,0,0.047789565742,bytearray(b'20220903033708'),bytearray(b'20220903005905'),2293687,12471,bytearray(b'wikitext'),
109789,1,Freedom_of_speech,0,0,0.95959829839,bytearray(b'20220903035043'),bytearray(b'20220903010142'),1696849,6896,bytearray(b'wikitext'),
59014,0,Freedom_of_speech,0,0,0.044458890956,bytearray(b'20231208075342'),bytearray(b'20231208075520'),3402897,110603,bytearray(b'wikitext'),
133886,14,Freedom_of_speech,0,0,0.914876868407,bytearray(b'20230206141052'),bytearray(b'20230206144742'),2390269,220,bytearray(b'wikitext'),
243212,14,French_Revolution,0,0,0.181826207171,bytearray(b'20230917095045'),bytearray(b'20230917095153'),3337807,87,bytearray(b'wikitext'),
154385,0,French_Revolution,0,0,0.552303712187,bytearray(b'20231219192538'),bytearray(b'20231219192538'),3424185,26931,bytearray(b'wikitext'),
2006,0,Friedrich_Engels,0,0,0.038929519262,bytearray(b'20231228091251'),bytearray(b'20231228091358'),3424660,67258,bytearray(b'wikitext'),
107643,1,Friedrich_Engels,0,1,0.898293049499,bytearray(b'20230226123241'),bytearray(b'20230226123241'),998043,1109,bytearray(b'wikitext'),
19123,1,Friedrich_Hayek,0,0,0.936669144915,bytearray(b'20220827034404'),bytearray(b'20220831143803'),2698001,7357,bytearray(b'wikitext'),
6615,0,Friedrich_Hayek,0,0,0.570855693986,bytearray(b'20231120000637'),bytearray(b'20231120000637'),3403688,187304,bytearray(b'wikitext'),
182819,14,Friedrich_Hayek,0,0,0.155313909843,bytearray(b'20230206141043'),bytearray(b'20230206141418'),2811086,619,bytearray(b'wikitext'),
